time,GPS_TIME,Latitude,lat_direction,longitude,lon_direction,altitude,alt_unit
62,152825.086,3921.5444,N,11234.5661,W,1404.5,M
64,152827,3921.5438,N,11234.5656,W,1408.1,M
65,152828,3921.5434,N,11234.5657,W,1410.7,M
66,152829,3921.5434,N,11234.5656,W,1411.7,M
67,152830,3921.5431,N,11234.5657,W,1413.7,M
68,152831,3921.5427,N,11234.5654,W,1415.1,M
69,152832,3921.5421,N,11234.5649,W,1417,M
70,152833,3921.5416,N,11234.5647,W,1418.7,M
71,152834,3921.5411,N,11234.5645,W,1420.2,M
72,152835,3921.5406,N,11234.5643,W,1422.3,M
73,152836,3921.54,N,11234.5641,W,1424.2,M
74,152837,3921.5396,N,11234.5638,W,1425.8,M
75,152838,3921.5392,N,11234.5637,W,1427.4,M
76,152839,3921.5387,N,11234.5635,W,1429.1,M
77,152840,3921.5383,N,11234.5633,W,1430.4,M
78,152841,3921.5379,N,11234.563,W,1432.1,M
79,152842,3921.5376,N,11234.5628,W,1433.4,M
80,152843,3921.5375,N,11234.5627,W,1434.2,M
81,152844,3921.5374,N,11234.5627,W,1434.8,M
82,152845,3921.5374,N,11234.5627,W,1435.1,M
83,152846,3921.5373,N,11234.5628,W,1435.3,M
84,152847,3921.5373,N,11234.5629,W,1435,M
85,152848,3921.5374,N,11234.5631,W,1434.7,M
86,152849,3921.5376,N,11234.5633,W,1434.2,M
87,152850,3921.5379,N,11234.5634,W,1433.8,M
88,152851,3921.5381,N,11234.5636,W,1433,M
89,152852,3921.5382,N,11234.5638,W,1432.1,M
90,152853,3921.5384,N,11234.5639,W,1431,M
91,152854,3921.5385,N,11234.564,W,1430.1,M
92,152855,3921.5386,N,11234.5642,W,1429.4,M
93,152856,3921.5388,N,11234.5643,W,1428.8,M
94,152857,3921.5389,N,11234.5643,W,1428.1,M
95,152858,3921.5391,N,11234.5644,W,1427.3,M
96,152859,3921.5391,N,11234.5644,W,1427.3,M
97,152900,3921.5391,N,11234.5644,W,1427.3,M
98,152901,3921.5391,N,11234.5644,W,1427.2,M
99,152902,3921.5391,N,11234.5644,W,1427.2,M
100,152903,3921.5391,N,11234.5644,W,1427.2,M
102,152905,3921.5391,N,11234.5644,W,1427.2,M
103,152906,3921.5391,N,11234.5644,W,1427.2,M
104,152907,3921.5391,N,11234.5644,W,1427.2,M
105,152908,3921.5391,N,11234.5644,W,1427.2,M
106,152909,3921.5392,N,11234.5644,W,1427.1,M
107,152910,3921.5392,N,11234.5644,W,1427.1,M
108,152911,3921.5392,N,11234.5644,W,1427.1,M
109,152912,3921.5392,N,11234.5644,W,1427.1,M
110,152913,3921.5392,N,11234.5644,W,1427.1,M
111,152914,3921.5392,N,11234.5644,W,1427.1,M
112,152915,3921.5392,N,11234.5644,W,1427.1,M
113,152916,3921.5392,N,11234.5644,W,1427.1,M
114,152917,3921.5392,N,11234.5644,W,1427.1,M
115,152918,3921.5392,N,11234.5644,W,1427.1,M
116,152919,3921.5392,N,11234.5644,W,1427.1,M
117,152920,3921.5392,N,11234.5644,W,1427.1,M
118,152921,3921.5392,N,11234.5644,W,1427.2,M
119,152922,3921.5392,N,11234.5644,W,1427.1,M
120,152923,3921.5392,N,11234.5644,W,1427.1,M
121,152924,3921.5392,N,11234.5643,W,1427.1,M
122,152925,3921.5392,N,11234.5643,W,1427.1,M
123,152926,3921.5392,N,11234.5644,W,1427.1,M
124,152927,3921.5392,N,11234.5644,W,1427.1,M
125,152928,3921.5392,N,11234.5644,W,1427.1,M
126,152929,3921.5392,N,11234.5643,W,1427.1,M
127,152930,3921.5392,N,11234.5643,W,1427.1,M
128,152931,3921.5392,N,11234.5643,W,1427.1,M
129,152932,3921.5392,N,11234.5644,W,1427.1,M
130,152933,3921.5392,N,11234.5644,W,1427.1,M
131,152934,3921.5392,N,11234.5643,W,1427.1,M
132,152935,3921.5392,N,11234.5644,W,1427,M
133,152936,3921.5392,N,11234.5644,W,1427,M
134,152937,3921.5392,N,11234.5644,W,1427,M
135,152938,3921.5392,N,11234.5644,W,1427,M
136,152939,3921.5392,N,11234.5644,W,1427,M
137,152940,3921.5392,N,11234.5644,W,1427,M
138,152941,3921.5392,N,11234.5643,W,1426.9,M
139,152942,3921.5392,N,11234.5644,W,1426.9,M
140,152943,3921.5392,N,11234.5643,W,1426.9,M
142,152945,3921.5392,N,11234.5643,W,1426.9,M
143,152946,3921.5392,N,11234.5643,W,1426.9,M
144,152947,3921.5392,N,11234.5643,W,1426.9,M
145,152948,3921.5392,N,11234.5643,W,1426.9,M
146,152949,3921.5392,N,11234.5643,W,1426.9,M
147,152950,3921.5392,N,11234.5643,W,1426.9,M
148,152951,3921.5392,N,11234.5643,W,1426.9,M
149,152952,3921.5392,N,11234.5643,W,1426.9,M
150,152953,3921.5392,N,11234.5643,W,1426.9,M
151,152954,3921.5392,N,11234.5643,W,1426.9,M
152,152955,3921.5392,N,11234.5643,W,1426.9,M
153,152956,3921.5392,N,11234.5643,W,1426.9,M
154,152957,3921.5392,N,11234.5643,W,1426.9,M
155,152958,3921.5392,N,11234.5643,W,1426.9,M
156,152959,3921.5392,N,11234.5643,W,1426.9,M
157,153000,3921.5392,N,11234.5643,W,1427,M
158,153001,3921.5392,N,11234.5643,W,1427,M
159,153002,3921.5392,N,11234.5643,W,1427,M
160,153003,3921.5392,N,11234.5643,W,1427,M
161,153004,3921.5392,N,11234.5643,W,1427.1,M
162,153005,3921.5392,N,11234.5643,W,1427.1,M
163,153006,3921.5391,N,11234.5643,W,1427.1,M
164,153007,3921.5391,N,11234.5643,W,1427.2,M
165,153008,3921.5391,N,11234.5642,W,1427.3,M
166,153009,3921.5391,N,11234.5642,W,1427.4,M
167,153010,3921.5391,N,11234.5641,W,1427.5,M
168,153011,3921.5391,N,11234.5641,W,1427.6,M
169,153012,3921.5391,N,11234.5641,W,1427.6,M
170,153013,3921.5391,N,11234.5641,W,1427.6,M
171,153014,3921.5391,N,11234.5641,W,1427.6,M
172,153015,3921.5391,N,11234.5641,W,1427.7,M
173,153016,3921.5391,N,11234.5641,W,1427.7,M
174,153017,3921.5391,N,11234.5641,W,1427.8,M
175,153018,3921.5391,N,11234.5641,W,1427.7,M
176,153019,3921.5391,N,11234.5641,W,1427.8,M
177,153020,3921.5391,N,11234.5641,W,1427.8,M
178,153021,3921.5391,N,11234.564,W,1427.8,M
179,153022,3921.5391,N,11234.5641,W,1427.8,M
180,153023,3921.5391,N,11234.564,W,1427.8,M
181,153024,3921.5391,N,11234.564,W,1427.8,M
182,153025,3921.5391,N,11234.564,W,1427.8,M
183,153026,3921.5391,N,11234.564,W,1427.8,M
185,153028,3921.5391,N,11234.564,W,1427.8,M
186,153029,3921.5391,N,11234.564,W,1427.8,M
187,153030,3921.5391,N,11234.564,W,1427.8,M
188,153031,3921.5391,N,11234.564,W,1427.9,M
189,153032,3921.5391,N,11234.564,W,1427.9,M
190,153033,3921.5391,N,11234.564,W,1427.9,M
191,153034,3921.5391,N,11234.564,W,1427.9,M
192,153035,3921.5391,N,11234.564,W,1427.9,M
193,153036,3921.5391,N,11234.564,W,1427.9,M
194,153037,3921.5391,N,11234.564,W,1427.9,M
195,153038,3921.5391,N,11234.564,W,1427.9,M
196,153039,3921.5391,N,11234.564,W,1427.9,M
197,153040,3921.5391,N,11234.5639,W,1428,M
198,153041,3921.5391,N,11234.564,W,1428,M
199,153042,3921.5391,N,11234.564,W,1428,M
200,153043,3921.539,N,11234.564,W,1428.1,M
201,153044,3921.539,N,11234.564,W,1428.1,M
202,153045,3921.539,N,11234.564,W,1428.2,M
203,153046,3921.539,N,11234.564,W,1428.2,M
204,153047,3921.539,N,11234.564,W,1428.3,M
205,153048,3921.539,N,11234.564,W,1428.3,M
206,153049,3921.539,N,11234.564,W,1428.3,M
207,153050,3921.539,N,11234.564,W,1428.4,M
208,153051,3921.539,N,11234.5639,W,1428.4,M
209,153052,3921.539,N,11234.5639,W,1428.4,M
210,153053,3921.539,N,11234.5639,W,1428.4,M
211,153054,3921.539,N,11234.5639,W,1428.5,M
212,153055,3921.539,N,11234.5639,W,1428.5,M
213,153056,3921.5389,N,11234.5639,W,1428.6,M
214,153057,3921.5389,N,11234.5639,W,1428.6,M
215,153058,3921.5389,N,11234.5639,W,1428.6,M
216,153059,3921.5389,N,11234.5639,W,1428.7,M
217,153100,3921.5389,N,11234.5638,W,1428.8,M
218,153101,3921.5389,N,11234.5639,W,1428.7,M
219,153102,3921.539,N,11234.5639,W,1428.8,M
220,153103,3921.539,N,11234.5639,W,1428.8,M
221,153104,3921.5389,N,11234.5641,W,1429.2,M
222,153105,3921.5386,N,11234.5647,W,1430.7,M
223,153106,3921.5383,N,11234.5652,W,1432.4,M
225,153108,3921.5381,N,11234.5657,W,1434.2,M
226,153109,3921.5382,N,11234.5656,W,1434.2,M
227,153110,3921.5381,N,11234.5654,W,1434.4,M
228,153111,3921.5381,N,11234.5654,W,1434.7,M
229,153112,3921.5381,N,11234.5654,W,1434.8,M
230,153113,3921.5381,N,11234.5654,W,1435,M
231,153114,3921.5382,N,11234.5655,W,1435.1,M
232,153115,3921.5382,N,11234.5655,W,1435.3,M
233,153116,3921.5382,N,11234.5655,W,1435.4,M
234,153117,3921.5382,N,11234.5654,W,1435.5,M
235,153118,3921.5383,N,11234.5653,W,1435.7,M
236,153119,3921.5383,N,11234.5652,W,1435.7,M
237,153120,3921.5384,N,11234.565,W,1435.7,M
238,153121,3921.5383,N,11234.5646,W,1435.8,M
239,153122,3921.5384,N,11234.5647,W,1434.5,M
240,153123,3921.5384,N,11234.5648,W,1433.7,M
241,153124,3921.5384,N,11234.5648,W,1433.5,M
242,153125,3921.5385,N,11234.5648,W,1433.2,M
243,153126,3921.5385,N,11234.5648,W,1433.1,M
244,153127,3921.5386,N,11234.5647,W,1432.7,M
245,153128,3921.5387,N,11234.5646,W,1432.5,M
246,153129,3921.5387,N,11234.5646,W,1432.1,M
247,153130,3921.5388,N,11234.5645,W,1431.8,M
248,153131,3921.5388,N,11234.5645,W,1431.5,M
249,153132,3921.5389,N,11234.5645,W,1431.2,M
250,153133,3921.5389,N,11234.5645,W,1430.9,M
251,153134,3921.5389,N,11234.5644,W,1430.5,M
252,153135,3921.5389,N,11234.5644,W,1430.3,M
253,153136,3921.539,N,11234.5644,W,1430,M
254,153137,3921.539,N,11234.5643,W,1429.7,M
255,153138,3921.539,N,11234.5643,W,1429.3,M
256,153139,3921.5391,N,11234.5643,W,1429,M
257,153140,3921.5391,N,11234.5643,W,1428.8,M
258,153141,3921.5391,N,11234.5642,W,1428.6,M
259,153142,3921.5391,N,11234.5642,W,1428.3,M
260,153143,3921.5391,N,11234.5642,W,1428.2,M
261,153144,3921.5392,N,11234.5641,W,1428,M
262,153145,3921.5392,N,11234.5642,W,1427.8,M
263,153146,3921.5392,N,11234.5642,W,1427.7,M
264,153147,3921.5392,N,11234.5642,W,1427.7,M
266,153149,3921.5392,N,11234.5642,W,1427.7,M
267,153150,3921.5392,N,11234.5642,W,1427.7,M
268,153151,3921.5392,N,11234.5642,W,1427.7,M
269,153152,3921.5392,N,11234.5642,W,1427.7,M
270,153153,3921.5392,N,11234.5642,W,1427.7,M
271,153154,3921.5392,N,11234.5642,W,1427.7,M
272,153155,3921.5392,N,11234.5642,W,1427.7,M
273,153156,3921.5392,N,11234.5642,W,1427.6,M
274,153157,3921.5392,N,11234.5642,W,1427.6,M
275,153158,3921.5392,N,11234.5642,W,1427.6,M
276,153159,3921.5392,N,11234.5642,W,1427.6,M
277,153200,3921.5392,N,11234.5642,W,1427.6,M
278,153201,3921.5392,N,11234.5642,W,1427.6,M
279,153202,3921.5392,N,11234.5642,W,1427.6,M
280,153203,3921.5392,N,11234.5642,W,1427.6,M
281,153204,3921.5392,N,11234.5642,W,1427.6,M
282,153205,3921.5392,N,11234.5642,W,1427.6,M
283,153206,3921.5392,N,11234.5642,W,1427.6,M
284,153207,3921.5392,N,11234.5642,W,1427.6,M
285,153208,3921.5392,N,11234.5642,W,1427.6,M
286,153209,3921.5392,N,11234.5642,W,1427.6,M
287,153210,3921.5392,N,11234.5642,W,1427.6,M
288,153211,3921.5392,N,11234.5642,W,1427.6,M
289,153212,3921.5392,N,11234.5642,W,1427.6,M
290,153213,3921.5392,N,11234.5642,W,1427.6,M
291,153214,3921.5392,N,11234.5642,W,1427.6,M
292,153215,3921.5392,N,11234.5642,W,1427.6,M
293,153216,3921.5392,N,11234.5642,W,1427.6,M
294,153217,3921.5392,N,11234.5642,W,1427.6,M
295,153218,3921.5392,N,11234.5642,W,1427.6,M
296,153219,3921.5392,N,11234.5642,W,1427.6,M
297,153220,3921.5392,N,11234.5642,W,1427.6,M
298,153221,3921.5392,N,11234.5642,W,1427.6,M
299,153222,3921.5392,N,11234.5642,W,1427.6,M
300,153223,3921.5392,N,11234.5642,W,1427.6,M
301,153224,3921.5392,N,11234.5642,W,1427.6,M
302,153225,3921.5392,N,11234.5642,W,1427.6,M
303,153226,3921.5392,N,11234.5642,W,1427.6,M
304,153227,3921.5392,N,11234.5642,W,1427.6,M
305,153228,3921.5392,N,11234.5642,W,1427.6,M
306,153229,3921.5392,N,11234.5642,W,1427.6,M
307,153230,3921.5392,N,11234.5642,W,1427.6,M
308,153231,3921.5392,N,11234.5642,W,1427.6,M
309,153232,3921.5392,N,11234.5642,W,1427.6,M
310,153233,3921.5392,N,11234.5642,W,1427.6,M
311,153234,3921.5392,N,11234.5642,W,1427.6,M
312,153235,3921.5392,N,11234.5642,W,1427.6,M
313,153236,3921.5392,N,11234.5642,W,1427.6,M
314,153237,3921.5392,N,11234.5642,W,1427.6,M
315,153238,3921.5392,N,11234.5642,W,1427.6,M
316,153239,3921.5393,N,11234.5642,W,1427.6,M
317,153240,3921.5393,N,11234.5642,W,1427.6,M
318,153241,3921.5393,N,11234.5642,W,1427.6,M
319,153242,3921.5393,N,11234.5641,W,1427.6,M
320,153243,3921.5393,N,11234.5641,W,1427.6,M
321,153244,3921.5393,N,11234.5641,W,1427.6,M
322,153245,3921.5393,N,11234.5641,W,1427.6,M
323,153246,3921.5393,N,11234.5641,W,1427.6,M
324,153247,3921.5393,N,11234.5642,W,1427.6,M
325,153248,3921.5393,N,11234.5642,W,1427.6,M
326,153249,3921.5393,N,11234.5642,W,1427.6,M
327,153250,3921.5393,N,11234.5642,W,1427.6,M
328,153251,3921.5393,N,11234.5642,W,1427.6,M
329,153252,3921.5393,N,11234.5642,W,1427.6,M
330,153253,3921.5393,N,11234.5641,W,1427.6,M
331,153254,3921.5393,N,11234.5641,W,1427.6,M
332,153255,3921.5393,N,11234.5641,W,1427.6,M
333,153256,3921.5393,N,11234.5641,W,1427.6,M
334,153257,3921.5393,N,11234.5641,W,1427.6,M
335,153258,3921.5393,N,11234.5641,W,1427.6,M
336,153259,3921.5393,N,11234.5641,W,1427.6,M
337,153300,3921.5393,N,11234.5641,W,1427.6,M
338,153301,3921.5393,N,11234.5641,W,1427.6,M
339,153302,3921.5393,N,11234.5641,W,1427.6,M
340,153303,3921.5393,N,11234.5641,W,1427.6,M
341,153304,3921.5393,N,11234.5641,W,1427.6,M
342,153305,3921.5393,N,11234.5641,W,1427.6,M
343,153306,3921.5393,N,11234.5641,W,1427.6,M
344,153307,3921.5393,N,11234.5641,W,1427.6,M
345,153308,3921.5393,N,11234.5641,W,1427.6,M
346,153309,3921.5393,N,11234.5641,W,1427.7,M
347,153310,3921.5393,N,11234.5641,W,1427.7,M
348,153311,3921.5393,N,11234.5641,W,1427.7,M
349,153312,3921.5393,N,11234.5641,W,1427.7,M
350,153313,3921.5393,N,11234.5641,W,1427.7,M
351,153314,3921.5393,N,11234.5641,W,1427.7,M
352,153315,3921.5393,N,11234.5641,W,1427.7,M
353,153316,3921.5393,N,11234.5641,W,1427.7,M
354,153317,3921.5393,N,11234.5641,W,1427.7,M
355,153318,3921.5393,N,11234.5641,W,1427.7,M
356,153319,3921.5393,N,11234.5641,W,1427.7,M
357,153320,3921.5393,N,11234.5641,W,1427.7,M
358,153321,3921.5393,N,11234.5641,W,1427.7,M
359,153322,3921.5393,N,11234.5641,W,1427.7,M
360,153323,3921.5393,N,11234.5641,W,1427.7,M
361,153324,3921.5393,N,11234.5641,W,1427.7,M
362,153325,3921.5393,N,11234.5641,W,1427.7,M
363,153326,3921.5393,N,11234.5641,W,1427.7,M
364,153327,3921.5393,N,11234.5641,W,1427.7,M
365,153328,3921.5393,N,11234.5641,W,1427.7,M
366,153329,3921.5393,N,11234.5641,W,1427.7,M
367,153330,3921.5393,N,11234.5641,W,1427.7,M
368,153331,3921.5393,N,11234.5641,W,1427.7,M
369,153332,3921.5393,N,11234.5641,W,1427.7,M
370,153333,3921.5393,N,11234.5641,W,1427.7,M
371,153334,3921.5393,N,11234.5641,W,1427.7,M
372,153335,3921.5393,N,11234.5641,W,1427.7,M
373,153336,3921.5393,N,11234.5641,W,1427.7,M
374,153337,3921.5393,N,11234.5641,W,1427.7,M
375,153338,3921.5393,N,11234.5641,W,1427.7,M
376,153339,3921.5393,N,11234.5641,W,1427.7,M
377,153340,3921.5393,N,11234.5641,W,1427.7,M
378,153341,3921.5393,N,11234.5641,W,1427.7,M
379,153342,3921.5393,N,11234.5641,W,1427.7,M
380,153343,3921.5393,N,11234.5641,W,1427.7,M
381,153344,3921.5393,N,11234.5641,W,1427.7,M
382,153345,3921.5393,N,11234.5641,W,1427.7,M
383,153346,3921.5393,N,11234.5641,W,1427.7,M
384,153347,3921.5393,N,11234.5641,W,1427.7,M
385,153348,3921.5393,N,11234.5641,W,1427.7,M
386,153349,3921.5393,N,11234.5641,W,1427.7,M
387,153351,3921.5393,N,11234.5641,W,1427.7,M
388,153352,3921.5394,N,11234.5641,W,1428.1,M
389,153353,3921.5392,N,11234.5642,W,1428.6,M
390,153354,3921.5391,N,11234.5641,W,1429,M
391,153355,3921.539,N,11234.5641,W,1429.4,M
392,153356,3921.5389,N,11234.5641,W,1429.7,M
393,153357,3921.5389,N,11234.5641,W,1430,M
394,153358,3921.5388,N,11234.5641,W,1430.2,M
395,153359,3921.5388,N,11234.5641,W,1430.4,M
396,153400,3921.5388,N,11234.5641,W,1430.5,M
397,153401,3921.5387,N,11234.5641,W,1430.6,M
398,153402,3921.5387,N,11234.5641,W,1430.7,M
399,153403,3921.5387,N,11234.5641,W,1430.8,M
400,153404,3921.5387,N,11234.5641,W,1430.8,M
401,153405,3921.5387,N,11234.5641,W,1430.9,M
402,153406,3921.5387,N,11234.5641,W,1431,M
403,153407,3921.5387,N,11234.5641,W,1431,M
404,153408,3921.5387,N,11234.5641,W,1431,M
405,153409,3921.5387,N,11234.5641,W,1431,M
406,153410,3921.5387,N,11234.5641,W,1431,M
407,153411,3921.5387,N,11234.5641,W,1431,M
409,153412,3921.5387,N,11234.5641,W,1431,M
410,153413,3921.5387,N,11234.5641,W,1431,M
411,153414,3921.5387,N,11234.5641,W,1430.9,M
412,153415,3921.5387,N,11234.5641,W,1430.9,M
413,153416,3921.5387,N,11234.5641,W,1430.9,M
414,153417,3921.5387,N,11234.5641,W,1430.9,M
415,153418,3921.5387,N,11234.5641,W,1430.9,M
416,153419,3921.5387,N,11234.5641,W,1430.9,M
417,153420,3921.5387,N,11234.5641,W,1430.9,M
418,153421,3921.5387,N,11234.5641,W,1430.9,M
419,153422,3921.5387,N,11234.5641,W,1430.9,M
420,153423,3921.5387,N,11234.5641,W,1430.9,M
421,153424,3921.5387,N,11234.5641,W,1430.9,M
422,153425,3921.5387,N,11234.5641,W,1430.9,M
423,153426,3921.5387,N,11234.5641,W,1430.9,M
424,153427,3921.5387,N,11234.5641,W,1430.9,M
425,153428,3921.5387,N,11234.5641,W,1430.9,M
426,153429,3921.5387,N,11234.5641,W,1430.9,M
427,153430,3921.5387,N,11234.5641,W,1430.9,M
428,153431,3921.5387,N,11234.5641,W,1430.9,M
429,153432,3921.5387,N,11234.5641,W,1430.9,M
430,153433,3921.5387,N,11234.5641,W,1430.9,M
431,153434,3921.5387,N,11234.5641,W,1430.9,M
432,153435,3921.5387,N,11234.5641,W,1430.9,M
433,153436,3921.5387,N,11234.5641,W,1430.9,M
434,153437,3921.5388,N,11234.5641,W,1430.9,M
435,153438,3921.5388,N,11234.5641,W,1430.9,M
436,153439,3921.5388,N,11234.5641,W,1430.9,M
437,153440,3921.5388,N,11234.5641,W,1430.9,M
438,153441,3921.5388,N,11234.5641,W,1430.9,M
439,153442,3921.5388,N,11234.5641,W,1430.9,M
440,153443,3921.5388,N,11234.5641,W,1430.9,M
441,153444,3921.5388,N,11234.5641,W,1430.9,M
442,153445,3921.5388,N,11234.5641,W,1430.9,M
443,153446,3921.5388,N,11234.5641,W,1430.9,M
444,153447,3921.5388,N,11234.5641,W,1430.9,M
445,153448,3921.5388,N,11234.5641,W,1430.9,M
446,153449,3921.5388,N,11234.5641,W,1430.9,M
447,153450,3921.5388,N,11234.5641,W,1430.9,M
448,153451,3921.5388,N,11234.5641,W,1430.9,M
449,153452,3921.5388,N,11234.5641,W,1430.9,M
450,153453,3921.5388,N,11234.5641,W,1430.9,M
451,153454,3921.5388,N,11234.5641,W,1430.9,M
452,153455,3921.5388,N,11234.5641,W,1430.9,M
453,153456,3921.5388,N,11234.5641,W,1430.9,M
454,153457,3921.5388,N,11234.5641,W,1430.9,M
455,153458,3921.5388,N,11234.5641,W,1430.9,M
456,153459,3921.5388,N,11234.5641,W,1430.9,M
457,153500,3921.5388,N,11234.5641,W,1430.9,M
458,153501,3921.5388,N,11234.5641,W,1430.9,M
459,153502,3921.5388,N,11234.5641,W,1430.9,M
460,153503,3921.5388,N,11234.5641,W,1430.9,M
461,153504,3921.5388,N,11234.5641,W,1430.9,M
462,153505,3921.5388,N,11234.5641,W,1430.9,M
463,153506,3921.5388,N,11234.5641,W,1430.8,M
464,153507,3921.5388,N,11234.5641,W,1430.8,M
466,153509,3921.5388,N,11234.5641,W,1430.8,M
467,153511,3921.5388,N,11234.5641,W,1430.8,M
469,153512,3921.5388,N,11234.5641,W,1430.8,M
470,153513,3921.5388,N,11234.5641,W,1430.8,M
471,153514,3921.5388,N,11234.5641,W,1430.9,M
473,153516,3921.5388,N,11234.564,W,1430.9,M
474,153517,3921.5388,N,11234.564,W,1430.9,M
475,153518,3921.5388,N,11234.564,W,1430.8,M
476,153520,3921.5388,N,11234.564,W,1430.8,M
478,153521,3921.5388,N,11234.564,W,1430.8,M
479,153523,3921.5388,N,11234.564,W,1430.9,M
481,153524,3921.5388,N,11234.564,W,1430.8,M
482,153525,3921.5388,N,11234.564,W,1430.8,M
483,153526,3921.5388,N,11234.564,W,1430.8,M
484,153528,3921.5388,N,11234.564,W,1430.8,M
485,153529,3921.5388,N,11234.564,W,1430.8,M
486,153530,3921.5388,N,11234.564,W,1430.8,M
487,153531,3921.5388,N,11234.564,W,1430.8,M
488,153532,3921.5388,N,11234.564,W,1430.8,M
490,153533,3921.5388,N,11234.564,W,1430.8,M
491,153534,3921.5389,N,11234.564,W,1430.8,M
492,153535,3921.5389,N,11234.564,W,1430.8,M
494,153537,3921.5389,N,11234.564,W,1430.8,M
495,153539,3921.5389,N,11234.564,W,1430.8,M
496,153540,3921.5389,N,11234.564,W,1430.8,M
498,153541,3921.5389,N,11234.564,W,1430.8,M
499,153543,3921.5389,N,11234.564,W,1430.8,M
500,153544,3921.5389,N,11234.564,W,1430.8,M
501,153545,3921.5389,N,11234.564,W,1430.8,M
503,153546,3921.5389,N,11234.564,W,1430.8,M
504,153547,3921.5389,N,11234.564,W,1430.8,M
505,153549,3921.5389,N,11234.564,W,1430.8,M
506,153550,3921.5389,N,11234.564,W,1430.8,M
507,153551,3921.5389,N,11234.564,W,1430.8,M
508,153552,3921.5389,N,11234.564,W,1430.8,M
509,153553,3921.5389,N,11234.564,W,1430.8,M
510,153554,3921.5389,N,11234.564,W,1430.8,M
512,153555,3921.5389,N,11234.564,W,1430.8,M
513,153557,3921.5389,N,11234.5639,W,1430.8,M
514,153558,3921.5389,N,11234.5639,W,1430.8,M
515,153559,3921.5389,N,11234.5639,W,1430.8,M
516,153600,3921.5389,N,11234.5639,W,1430.8,M
517,153601,3921.5389,N,11234.5639,W,1430.8,M
518,153602,3921.5389,N,11234.5639,W,1430.8,M
519,153603,3921.5389,N,11234.5639,W,1430.8,M
520,153604,3921.5389,N,11234.5639,W,1430.8,M
521,153605,3921.5389,N,11234.5639,W,1430.8,M
522,153606,3921.5389,N,11234.5639,W,1430.8,M
523,153607,3921.5389,N,11234.5639,W,1430.8,M
524,153608,3921.5389,N,11234.5639,W,1430.7,M
525,153609,3921.5389,N,11234.5639,W,1430.7,M
526,153610,3921.5389,N,11234.5639,W,1430.7,M
527,153611,3921.5389,N,11234.5639,W,1430.7,M
528,153612,3921.5389,N,11234.5639,W,1430.7,M
529,153613,3921.5389,N,11234.5639,W,1430.7,M
530,153614,3921.5389,N,11234.5639,W,1430.7,M
531,153615,3921.5389,N,11234.5639,W,1430.7,M
532,153616,3921.5389,N,11234.5639,W,1430.7,M
533,153617,3921.5389,N,11234.5639,W,1430.7,M
534,153618,3921.5389,N,11234.5639,W,1430.7,M
535,153619,3921.5389,N,11234.5639,W,1430.7,M
536,153620,3921.5389,N,11234.5639,W,1430.7,M
537,153621,3921.5389,N,11234.5639,W,1430.7,M
538,153622,3921.5389,N,11234.5639,W,1430.7,M
539,153623,3921.5389,N,11234.5639,W,1430.7,M
540,153624,3921.5389,N,11234.5639,W,1430.7,M
541,153625,3921.5389,N,11234.5639,W,1430.7,M
542,153626,3921.539,N,11234.5639,W,1430.7,M
543,153627,3921.539,N,11234.5639,W,1430.7,M
544,153628,3921.539,N,11234.5639,W,1430.7,M
545,153629,3921.539,N,11234.5639,W,1430.7,M
546,153630,3921.539,N,11234.5639,W,1430.7,M
547,153631,3921.539,N,11234.5639,W,1430.7,M
548,153632,3921.539,N,11234.5639,W,1430.7,M
549,153633,3921.539,N,11234.5639,W,1430.7,M
550,153634,3921.539,N,11234.5639,W,1430.7,M
551,153635,3921.539,N,11234.5639,W,1430.7,M
552,153636,3921.539,N,11234.5639,W,1430.7,M
553,153637,3921.539,N,11234.5639,W,1430.7,M
554,153638,3921.539,N,11234.5639,W,1430.7,M
555,153639,3921.539,N,11234.5639,W,1430.7,M
556,153640,3921.539,N,11234.5639,W,1430.7,M
557,153641,3921.539,N,11234.5639,W,1430.7,M
558,153642,3921.539,N,11234.5639,W,1430.7,M
559,153643,3921.539,N,11234.5639,W,1430.7,M
560,153644,3921.539,N,11234.5639,W,1430.7,M
561,153645,3921.539,N,11234.5639,W,1430.7,M
562,153646,3921.539,N,11234.5639,W,1430.7,M
563,153647,3921.539,N,11234.5639,W,1430.7,M
564,153648,3921.539,N,11234.5638,W,1430.7,M
565,153649,3921.539,N,11234.5638,W,1430.7,M
566,153650,3921.539,N,11234.5638,W,1430.7,M
567,153651,3921.539,N,11234.5638,W,1430.7,M
568,153652,3921.539,N,11234.5638,W,1430.7,M
569,153653,3921.539,N,11234.5638,W,1430.7,M
570,153654,3921.539,N,11234.5638,W,1430.7,M
571,153655,3921.539,N,11234.5638,W,1430.7,M
572,153656,3921.539,N,11234.5638,W,1430.7,M
573,153657,3921.539,N,11234.5638,W,1430.7,M
574,153658,3921.539,N,11234.5638,W,1430.7,M
575,153659,3921.539,N,11234.5638,W,1430.7,M
576,153700,3921.539,N,11234.5638,W,1430.7,M
577,153701,3921.539,N,11234.5638,W,1430.7,M
578,153702,3921.539,N,11234.5638,W,1430.7,M
579,153703,3921.539,N,11234.5638,W,1430.7,M
580,153704,3921.539,N,11234.5638,W,1430.7,M
581,153705,3921.539,N,11234.5638,W,1430.7,M
582,153706,3921.539,N,11234.5638,W,1430.7,M
583,153707,3921.539,N,11234.5638,W,1430.7,M
