time_bucket_2_accel,x (m/s^2),y (m/s^2),z (m/s^2),B (Raw)
9878,3.94,2.41,-8.57,509
9879,3.9,2.41,-8.61,509
9880,3.94,2.41,-8.61,509
9881,3.9,2.41,-8.61,509
9882,3.94,2.44,-8.22,508
9883,3.94,2.44,-8.61,509
9885,3.94,2.44,-8.61,509
9886,3.94,2.44,-8.69,508
9887,3.94,2.41,-8.65,508
9888,3.9,2.41,-8.57,509
9889,3.9,2.44,-8.65,508
9890,3.94,2.41,-8.57,509
9891,3.98,2.37,-8.65,508
9892,3.94,2.41,-8.65,508
9893,3.9,2.41,-8.65,509
9894,3.94,2.41,-8.65,508
9895,3.94,2.44,-8.61,509
9896,3.94,2.44,-8.61,509
9897,3.9,2.44,-8.61,508
9898,3.94,2.41,-8.57,509
9899,3.94,2.41,-8.61,509
9900,3.94,2.41,-8.61,509
9901,3.98,2.41,-8.61,509
9902,3.98,2.56,-8.69,509
9903,3.94,2.44,-8.61,509
9904,3.94,2.41,-8.57,509
9905,3.94,2.41,-8.61,509
9906,3.9,2.44,-8.61,509
9907,3.94,2.44,-8.57,509
9908,3.94,2.44,-8.61,509
9909,3.94,2.41,-8.65,509
9910,3.94,2.44,-8.61,509
9911,3.94,2.41,-8.61,509
9912,3.94,2.41,-8.65,508
9913,3.94,2.41,-8.65,509
9914,3.94,2.44,-8.61,509
9915,3.98,2.41,-8.61,509
9916,3.9,2.41,-8.65,509
9917,3.94,2.37,-8.57,508
9918,3.94,2.44,-8.61,508
9919,3.9,2.44,-8.61,508
9920,3.94,2.44,-8.61,509
9922,3.94,2.41,-8.61,509
9923,3.98,2.41,-8.61,509
9924,3.94,2.44,-8.5,508
9925,3.94,2.44,-8.61,509
9926,3.94,2.44,-8.61,509
9927,3.94,2.44,-8.73,509
9928,3.94,2.44,-8.61,508
9929,3.98,2.41,-8.57,508
9930,3.9,2.44,-8.61,509
9931,3.9,2.41,-8.53,508
9932,3.94,2.41,-8.61,508
9933,3.98,2.41,-8.61,509
9934,3.98,2.41,-8.65,508
9935,3.9,2.48,-8.88,509
9936,3.9,2.41,-8.61,508
9937,3.98,2.41,-8.61,508
9938,3.94,2.18,-8.5,508
9939,3.9,2.44,-8.65,509
9940,3.9,2.44,-8.65,509
9941,3.9,2.37,-8.5,508
9942,3.9,2.44,-8.61,508
9943,3.9,2.44,-8.57,508
9944,4.02,2.41,-8.69,508
9945,3.94,2.41,-8.57,509
9946,3.94,2.44,-8.57,508
9947,3.94,2.41,-8.57,509
9948,3.94,2.44,-8.65,509
9949,3.94,2.44,-8.65,509
9950,3.94,2.44,-8.65,509
9951,3.94,2.41,-8.53,508
9952,3.98,2.41,-8.61,509
9953,3.9,2.44,-8.61,509
9954,3.98,2.18,-8.5,508
9955,3.98,2.41,-8.61,509
9956,3.94,2.41,-8.69,509
9958,3.98,2.48,-8.73,509
9959,3.94,2.41,-8.57,508
9960,3.94,2.41,-8.61,509
9961,3.9,2.44,-8.57,509
9962,3.9,2.41,-8.61,509
9963,3.9,2.44,-8.61,509
9964,3.98,2.44,-8.61,509
9965,3.94,2.41,-8.65,508
9966,3.98,2.41,-8.61,509
9967,3.94,2.44,-8.61,509
9968,3.98,2.44,-8.61,509
9969,3.9,2.44,-8.61,508
9970,3.94,2.41,-8.57,509
9971,3.94,2.41,-8.57,509
9972,3.94,2.41,-8.61,509
9973,3.98,2.41,-8.61,509
9974,3.87,2.41,-8.5,509
9975,3.94,2.41,-8.61,509
9976,3.9,2.44,-8.57,509
9977,3.9,2.37,-8.57,509
9978,3.94,2.41,-8.61,509
9979,3.98,2.44,-8.61,508
9980,3.94,2.44,-8.61,508
9981,3.9,2.41,-8.57,509
9982,3.94,2.44,-8.57,508
9983,3.94,2.41,-8.61,509
9984,3.94,2.41,-8.61,509
9985,3.98,2.44,-8.65,509
9986,3.94,2.44,-8.61,508
9987,3.94,2.41,-8.61,509
9988,3.94,2.37,-8.57,509
9989,3.94,2.41,-8.61,508
9990,3.9,2.44,-8.57,509
9991,3.94,2.44,-8.61,509
9992,3.94,2.44,-8.61,509
9993,3.94,2.41,-8.65,509
9995,3.9,2.41,-8.57,508
9996,3.94,2.44,-8.61,509
9997,3.94,2.41,-8.61,509
9998,3.98,2.41,-8.34,509
9999,3.94,2.44,-8.61,509
10000,3.98,2.41,-8.61,509
10001,3.94,2.44,-8.5,509
10002,3.94,2.44,-8.69,509
10003,3.94,2.41,-8.61,509
10004,3.98,2.44,-8.65,508
10005,3.94,2.44,-8.61,509
10006,3.9,2.44,-8.61,509
10007,3.94,2.41,-8.61,509
10008,3.9,2.44,-8.61,508
10009,3.9,2.41,-8.57,509
10010,3.98,2.37,-8.57,509
10011,3.94,2.44,-8.57,509
10012,3.94,2.44,-8.57,509
10013,3.98,2.41,-8.46,509
10014,3.9,2.44,-8.61,509
10015,3.94,2.44,-8.61,509
10016,3.94,2.44,-8.61,509
10017,3.94,2.41,-8.61,509
10018,3.9,2.44,-8.57,509
10019,3.94,2.44,-8.61,508
10020,3.9,2.48,-8.65,508
10021,3.9,2.44,-8.57,509
10022,3.94,2.41,-8.57,509
10023,3.94,2.44,-8.73,509
10024,3.94,2.41,-8.53,509
10025,3.94,2.44,-8.57,508
10026,3.94,2.44,-8.57,509
10027,3.9,2.44,-8.57,509
10028,3.9,2.56,-8.5,509
10029,3.98,2.41,-8.61,509
10031,3.94,2.41,-8.57,509
10032,3.94,2.44,-8.57,509
10033,3.94,2.41,-8.57,509
10034,3.94,2.44,-8.57,509
10035,3.9,2.44,-8.38,509
10036,3.9,2.41,-8.57,509
10037,3.9,2.44,-8.61,509
10038,3.94,2.44,-8.61,509
10039,3.98,2.41,-8.61,509
10040,3.94,2.41,-8.57,509
10041,3.98,2.41,-8.61,509
10042,3.98,2.41,-8.61,509
10043,3.94,2.44,-8.61,509
10044,3.94,2.44,-8.53,509
10045,3.94,2.44,-8.57,509
10046,3.9,2.44,-8.61,509
10047,3.9,2.37,-8.53,509
10048,3.9,2.41,-8.57,509
10049,3.9,2.44,-8.61,509
10050,3.98,2.44,-8.53,509
10051,3.94,2.44,-8.57,509
10052,3.94,2.41,-8.61,508
10053,3.9,2.44,-8.57,509
10054,3.87,2.41,-8.61,509
10055,3.94,2.37,-8.61,509
10056,3.94,2.41,-8.61,509
10057,3.98,2.44,-8.61,509
10058,3.94,2.44,-8.57,509
10059,3.94,2.41,-8.57,509
10060,3.98,2.44,-8.53,509
10061,3.94,2.44,-8.57,509
10062,3.94,2.41,-8.57,508
10063,3.87,2.41,-8.61,509
10064,3.98,2.37,-8.61,509
10065,3.9,2.44,-8.84,508
10066,3.9,2.44,-8.61,509
10068,3.98,2.41,-8.61,509
10069,3.94,2.44,-8.61,508
10070,3.9,2.37,-8.53,509
10071,3.94,2.41,-8.61,509
10072,3.94,2.41,-8.57,509
10073,3.9,2.41,-8.61,509
10074,3.94,2.41,-8.57,509
10075,3.94,2.41,-8.61,509
10076,3.94,2.41,-8.61,509
10077,3.9,2.44,-8.61,509
10078,3.94,2.41,-8.65,509
10079,3.9,2.44,-8.57,509
10080,3.94,2.37,-8.61,509
10081,3.98,2.44,-8.61,509
10082,3.9,2.41,-8.61,509
10083,3.94,2.41,-8.61,509
10084,3.94,2.41,-8.61,509
10085,3.94,2.44,-8.57,509
10086,3.87,2.44,-8.61,509
10087,3.98,2.41,-8.65,509
10088,3.9,2.44,-8.57,509
10089,3.9,2.44,-8.61,509
10090,3.94,2.41,-8.57,509
10091,3.94,2.44,-8.57,509
10092,3.94,2.44,-8.61,509
10093,3.94,2.41,-8.61,509
10094,3.9,2.44,-8.57,508
10095,3.94,2.44,-8.61,509
10096,3.98,2.44,-8.57,509
10097,3.94,2.44,-8.61,508
10098,3.98,2.41,-8.57,509
10099,3.9,2.41,-8.73,509
10100,3.94,2.41,-8.69,509
10101,3.94,2.41,-8.61,509
10102,3.94,2.41,-8.61,509
10104,3.94,2.37,-8.61,509
10105,3.9,2.41,-8.61,509
10106,3.94,2.41,-8.57,509
10107,3.94,2.41,-8.65,509
10108,3.94,2.41,-8.53,509
10109,3.98,2.41,-8.61,509
10110,3.9,2.44,-8.61,509
10111,3.9,2.44,-8.65,509
10112,3.98,2.44,-9,509
10113,3.9,2.44,-8.61,509
10114,3.94,2.41,-8.57,509
10115,3.94,2.44,-8.57,509
10116,3.98,2.44,-8.8,509
10117,3.94,2.44,-8.61,508
10118,3.9,2.44,-8.57,509
10119,3.94,2.41,-8.57,509
10120,3.94,2.41,-8.46,509
10121,3.98,2.41,-8.57,509
10122,3.98,2.41,-8.65,509
10123,3.94,2.41,-8.61,509
10124,3.98,2.37,-8.57,509
10125,3.9,2.41,-8.61,509
10126,3.9,2.41,-8.57,509
10127,3.94,2.44,-8.57,509
10128,3.9,2.41,-8.57,509
10129,3.98,2.44,-8.53,509
10130,3.9,2.33,-8.61,509
10131,3.94,2.44,-8.61,509
10132,3.94,2.41,-8.61,509
10133,3.9,2.41,-8.61,509
10134,3.94,2.44,-8.57,509
10135,3.94,2.44,-8.57,509
10136,3.94,2.41,-8.53,509
10137,3.98,2.41,-8.61,508
10138,3.98,2.41,-8.57,509
10139,3.98,2.41,-8.57,509
10141,3.94,2.41,-8.57,509
10142,3.9,2.44,-8.61,509
10143,3.9,2.44,-8.61,509
10144,3.94,2.44,-8.57,509
10145,3.94,2.44,-8.61,509
10146,3.9,2.41,-8.65,509
10147,3.94,2.44,-8.57,509
10148,3.94,2.41,-8.57,509
10149,3.94,2.41,-8.57,509
10150,3.94,2.44,-8.53,508
10151,3.94,2.44,-8.57,509
10152,3.94,2.37,-8.57,509
10153,3.94,2.44,-8.61,509
10154,3.94,2.41,-8.57,509
10155,3.98,2.44,-8.57,509
10156,3.9,2.41,-8.61,509
10157,3.94,2.48,-8.77,509
10158,3.94,2.44,-8.61,509
10159,3.9,2.48,-8.69,509
10160,3.94,2.41,-8.57,509
10161,3.94,2.44,-8.61,509
10162,3.94,2.41,-8.57,509
10163,3.9,2.44,-8.57,509
10164,3.94,2.44,-8.61,509
10165,3.98,2.37,-8.61,509
10166,3.94,2.41,-8.57,509
10167,3.94,2.41,-8.65,509
10168,3.94,2.41,-8.61,509
10169,3.98,2.37,-8.61,509
10170,3.9,2.41,-8.61,509
10171,3.94,2.41,-8.57,509
10172,3.94,2.37,-8.65,509
10173,3.98,2.41,-8.77,509
10174,3.94,2.44,-8.65,509
10175,3.94,2.41,-8.61,509
10177,3.9,2.44,-8.61,509
10178,3.94,2.44,-8.57,509
10179,3.9,2.44,-8.57,509
10180,3.94,2.41,-8.57,509
10181,3.94,2.44,-8.57,509
10182,3.9,2.44,-8.57,509
10183,3.94,2.44,-8.57,509
10184,3.94,2.44,-8.73,509
10185,3.9,2.44,-8.57,509
10186,3.98,2.41,-8.65,509
10187,3.98,2.41,-8.61,509
10188,3.9,2.44,-8.53,509
10189,3.94,2.44,-8.57,509
10190,3.9,2.41,-8.57,509
10191,3.94,2.44,-8.61,509
10192,3.9,2.41,-8.61,509
10193,3.9,2.44,-8.61,509
10194,3.98,2.41,-8.65,509
10195,3.94,2.44,-8.61,509
10196,3.9,2.41,-8.57,509
10197,3.94,2.41,-8.57,509
10198,3.9,2.37,-8.65,509
10199,3.94,2.41,-8.61,509
10200,3.98,2.29,-8.5,509
10201,3.94,2.44,-8.57,509
10202,3.9,2.44,-8.57,509
10203,3.94,2.44,-8.65,509
10204,3.9,2.41,-8.61,509
10205,3.94,2.41,-8.65,509
10206,3.94,2.44,-8.61,509
10207,3.98,2.44,-8.61,509
10208,3.94,2.41,-8.57,509
10209,3.94,2.44,-8.61,509
10210,3.94,2.41,-8.57,509
10211,3.9,2.41,-8.61,509
10212,3.98,2.41,-8.57,509
10214,3.94,2.41,-8.53,509
10215,3.94,2.41,-8.69,509
10216,3.94,2.41,-8.53,508
10217,3.94,2.41,-8.57,509
10218,3.98,2.41,-8.61,509
10219,3.94,2.41,-8.57,509
10220,3.9,2.37,-8.61,509
10221,3.94,2.41,-8.61,509
10222,3.94,2.41,-8.57,509
10223,3.94,2.41,-8.57,509
10224,3.9,2.41,-8.53,509
10225,3.98,2.44,-8.61,509
10226,3.9,2.44,-8.57,509
10227,3.9,2.41,-8.53,509
10228,3.9,2.41,-8.57,509
10229,3.9,2.41,-8.57,509
10230,3.94,2.44,-8.61,509
10231,3.9,2.41,-8.73,509
10232,3.94,2.44,-8.57,509
10233,3.94,2.44,-8.53,509
10234,3.9,2.41,-8.61,509
10235,3.94,2.44,-8.61,509
10236,3.94,2.41,-8.57,509
10237,3.94,2.41,-8.57,509
10238,3.94,2.41,-8.57,509
10239,3.94,2.52,-8.84,509
10240,3.94,2.41,-8.61,509
10241,3.94,2.44,-8.57,509
10242,3.9,2.41,-8.65,509
10243,3.9,2.41,-8.61,509
10244,3.94,2.37,-8.61,509
10245,3.94,2.41,-8.57,509
10246,3.98,2.41,-8.57,509
10247,3.94,2.41,-8.57,509
10248,3.94,2.44,-8.61,509
10250,3.94,2.41,-8.77,509
10251,3.94,2.44,-8.57,509
10252,3.94,2.41,-8.57,509
10253,3.98,2.41,-8.57,509
10254,3.94,2.44,-8.53,509
10255,3.98,2.41,-8.57,509
10256,3.94,2.41,-8.65,509
10257,3.94,2.44,-8.61,509
10258,3.94,2.44,-8.57,509
10259,3.98,2.41,-8.57,509
10260,3.94,2.41,-8.65,509
10261,3.94,2.41,-8.96,509
10262,3.98,2.41,-8.57,509
10263,3.9,2.44,-8.57,509
10264,3.94,2.41,-8.57,509
10265,3.94,2.41,-8.61,509
10266,3.98,2.41,-8.57,509
10267,3.94,2.41,-8.57,509
10268,3.94,2.41,-8.65,509
10269,3.9,2.41,-8.61,509
10270,3.94,2.44,-8.57,509
10271,3.94,2.41,-8.57,509
10272,3.9,2.44,-8.61,509
10273,3.9,2.41,-8.57,509
10274,3.94,2.44,-8.61,509
10275,3.94,2.44,-8.57,509
10276,3.9,2.41,-8.57,509
10277,3.94,2.44,-8.61,509
10278,3.9,2.44,-8.61,509
10279,3.94,2.44,-8.61,509
10280,3.94,2.56,-8.73,509
10281,3.94,2.41,-8.61,509
10282,3.94,2.41,-8.57,509
10283,3.94,2.41,-8.57,509
10284,3.98,2.41,-8.61,509
10285,3.9,2.44,-8.61,509
10287,3.9,2.41,-8.57,509
10288,3.94,2.44,-8.61,509
10289,3.94,2.52,-8.69,509
10290,3.9,2.41,-8.57,509
10291,3.9,2.44,-8.57,509
10292,3.9,2.44,-8.53,509
10293,3.94,2.44,-8.57,509
10294,3.98,2.41,-8.65,509
10295,3.94,2.41,-8.61,509
10296,3.94,2.44,-8.53,509
10297,3.94,2.41,-8.57,509
10298,3.94,2.41,-8.61,509
10299,3.9,2.44,-8.61,509
10300,3.94,2.37,-8.57,509
10301,3.98,2.41,-8.57,509
10302,3.94,2.44,-8.61,509
10303,3.94,2.44,-8.57,509
10304,3.94,2.41,-8.57,509
10305,3.94,2.41,-8.57,509
10306,3.9,2.44,-8.57,509
10307,3.9,2.44,-8.65,509
10308,3.94,2.41,-8.61,509
10309,3.9,2.44,-8.46,509
10310,3.94,2.44,-8.57,509
10311,3.94,2.41,-8.61,509
10312,3.94,2.41,-8.57,509
10313,3.94,2.41,-8.61,509
10314,3.94,2.44,-8.61,509
10315,3.94,2.41,-8.57,509
10316,3.9,2.44,-8.53,509
10317,3.94,2.41,-8.57,509
10318,3.9,2.44,-8.61,509
10319,3.94,2.44,-8.61,509
10320,3.94,2.41,-8.57,509
10321,3.94,2.41,-8.73,509
10323,3.94,2.41,-8.53,509
10324,3.87,2.44,-8.61,509
10325,3.9,2.41,-8.73,509
10326,3.94,2.44,-8.57,509
10327,3.94,2.41,-8.53,509
10328,3.9,2.41,-8.57,509
10329,3.94,2.44,-8.57,509
10330,3.9,2.44,-8.61,509
10331,3.94,2.44,-8.57,509
10332,3.94,2.44,-8.53,509
10333,3.94,2.41,-8.57,509
10334,3.9,2.44,-8.61,509
10335,3.94,2.44,-8.42,509
10336,3.94,2.41,-8.61,509
10337,3.94,2.41,-8.61,509
10338,3.94,2.41,-8.53,509
10339,3.94,2.41,-8.57,509
10340,3.94,2.41,-8.57,509
10341,3.98,2.41,-8.57,509
10342,3.9,2.41,-8.57,509
10343,3.9,2.44,-8.53,509
10344,3.9,2.44,-8.92,509
10345,3.94,2.44,-8.61,509
10346,3.98,2.41,-8.61,509
10347,3.98,2.44,-8.61,509
10348,3.9,2.41,-8.61,509
10349,3.94,2.41,-8.61,509
10350,3.94,2.41,-8.57,509
10351,3.94,2.44,-8.5,509
10352,3.9,2.41,-8.61,509
10353,3.94,2.44,-8.61,509
10354,3.9,2.44,-8.57,509
10355,3.94,2.44,-8.57,509
10356,3.98,2.41,-8.53,509
10357,3.94,2.44,-8.61,509
10358,3.94,2.41,-8.57,509
10360,3.94,2.41,-8.57,509
10361,3.87,2.37,-8.53,509
10362,3.9,2.41,-8.53,509
10363,3.94,2.41,-8.57,509
10364,3.94,2.41,-8.57,509
10365,3.94,2.41,-8.57,509
10366,3.94,2.41,-8.57,509
10367,3.9,2.44,-8.77,509
10368,3.9,2.44,-8.57,509
10369,3.9,2.41,-8.57,509
10370,3.94,2.44,-8.69,509
10371,3.94,2.44,-8.57,509
10372,3.9,2.44,-8.61,509
10373,3.94,2.41,-8.57,509
10374,3.94,2.41,-8.3,509
10375,3.94,2.41,-8.57,509
10376,3.94,2.41,-8.53,509
10377,3.94,2.41,-8.53,509
10378,3.9,2.41,-8.53,509
10379,3.94,2.41,-8.57,509
10380,3.94,2.44,-8.57,509
10381,3.9,2.41,-8.57,509
10382,3.9,2.41,-8.61,509
10383,3.9,2.44,-8.61,509
10384,3.9,2.44,-8.73,509
10385,3.94,2.44,-8.57,509
10386,3.94,2.41,-8.57,509
10387,3.94,2.41,-8.57,509
10388,3.9,2.41,-8.61,509
10389,3.94,2.41,-8.57,509
10390,3.94,2.37,-8.57,509
10391,3.94,2.44,-8.53,509
10392,3.94,2.41,-8.61,509
10393,3.94,2.41,-8.65,509
10394,3.9,2.41,-8.53,509
10396,3.9,2.41,-8.57,509
10397,3.94,2.41,-8.57,509
10398,3.98,2.41,-8.61,509
10399,3.94,2.41,-8.57,509
10400,3.87,2.44,-8.57,509
10401,3.94,2.44,-8.57,509
10402,3.94,2.41,-8.61,509
10403,3.94,2.44,-8.57,509
10404,3.9,2.44,-8.57,509
10405,3.9,2.41,-8.57,509
10406,3.94,2.44,-8.61,509
10407,3.94,2.41,-8.57,509
10408,3.94,2.44,-8.57,509
10409,3.94,2.41,-8.61,509
10410,3.9,2.41,-8.53,509
10411,3.94,2.41,-8.61,509
10412,3.9,2.41,-8.61,509
10413,3.9,2.44,-8.57,509
10414,3.98,2.44,-8.61,509
10415,3.9,2.41,-8.61,509
10416,3.98,2.41,-8.57,509
10417,3.94,2.41,-8.53,509
10418,3.94,2.44,-8.61,509
10419,3.9,2.41,-8.57,509
10420,3.9,2.44,-8.57,509
10421,3.94,2.44,-8.61,509
10422,3.9,2.44,-8.65,509
10423,3.94,2.41,-8.42,509
10424,3.98,2.41,-8.53,509
10425,3.9,2.44,-8.53,509
10426,3.9,2.41,-8.57,509
10427,3.94,2.44,-8.61,509
10428,3.9,2.44,-8.46,509
10429,3.9,2.44,-8.57,509
10430,3.94,2.37,-8.57,509
10431,3.9,2.44,-8.57,509
10433,3.9,2.37,-8.57,509
10434,3.9,2.44,-8.61,509
10435,3.94,2.44,-8.57,509
10436,3.94,2.41,-8.57,509
10437,3.9,2.37,-8.61,509
10438,3.9,2.44,-8.57,509
10439,3.9,2.41,-8.57,509
10440,3.9,2.44,-8.53,509
10441,3.94,2.44,-8.61,509
10442,3.9,2.44,-8.61,509
10443,3.94,2.41,-8.61,509
10444,3.94,2.41,-8.61,509
10445,3.87,2.41,-8.57,509
10446,3.9,2.41,-8.53,509
10447,3.9,2.41,-8.57,509
10448,3.94,2.44,-8.65,509
10449,3.94,2.41,-8.57,509
10450,3.94,2.44,-8.61,509
10451,3.94,2.41,-8.57,509
10452,3.9,2.44,-8.57,509
10453,3.94,2.41,-8.57,509
10454,3.94,2.44,-8.57,509
10455,3.94,2.44,-8.61,509
10456,3.9,2.37,-8.61,509
10457,3.9,2.48,-8.61,509
10458,3.94,2.41,-8.57,509
10459,3.9,2.44,-8.61,509
10460,3.87,2.44,-8.61,509
10461,3.94,2.41,-8.61,509
10462,3.9,2.44,-8.57,509
10463,3.94,2.41,-8.57,509
10464,3.94,2.41,-8.57,509
10465,3.94,2.41,-8.61,509
10466,3.94,2.44,-8.73,509
10467,3.9,2.37,-8.61,509
10468,3.94,2.44,-8.57,509
10470,3.94,2.41,-8.57,509
10471,3.94,2.44,-8.61,509
10472,3.9,2.44,-8.61,509
10473,3.9,2.41,-8.61,509
10474,3.9,2.44,-8.65,509
10475,3.94,2.44,-8.65,509
10476,3.94,2.52,-8.57,509
10477,3.94,2.44,-8.57,509
10478,3.9,2.44,-8.53,509
10479,3.9,2.41,-8.61,509
10480,3.9,2.44,-8.61,509
10481,3.94,2.44,-8.57,509
10482,3.94,2.37,-8.57,509
10483,3.98,2.44,-8.53,509
10484,3.98,2.44,-8.57,509
10485,3.9,2.41,-8.57,509
10486,3.9,2.41,-8.57,509
10487,3.9,2.44,-8.61,509
10488,3.94,2.41,-8.57,509
10489,3.9,2.44,-8.57,509
10490,3.94,2.44,-8.57,509
10491,3.94,2.44,-8.57,509
10492,3.98,2.37,-8.57,509
10493,3.9,2.41,-8.57,509
10494,3.94,2.41,-8.57,509
10495,3.9,2.41,-8.61,509
10496,3.94,2.44,-8.53,509
10497,3.94,2.44,-8.57,509
10498,3.94,2.44,-8.57,509
10499,3.9,2.44,-8.57,509
10500,3.94,2.44,-8.57,509
10501,3.94,2.44,-8.61,509
10502,3.94,2.41,-8.57,509
10503,3.9,2.41,-8.65,509
10504,3.94,2.48,-8.53,509
10506,3.94,2.44,-8.61,509
10507,3.94,2.44,-8.53,509
10508,3.94,2.41,-8.57,509
10509,3.94,2.41,-8.53,509
10510,3.9,2.44,-8.53,509
10511,3.87,2.44,-8.61,509
10512,3.9,2.44,-8.57,509
10513,3.9,2.37,-8.77,509
10514,3.94,2.44,-8.61,509
10515,3.94,2.37,-8.57,509
10516,3.9,2.41,-8.65,509
10517,3.94,2.44,-8.69,509
10518,3.94,2.44,-8.57,509
10519,3.94,2.44,-8.57,509
10520,3.9,2.44,-8.57,509
10521,3.9,2.44,-8.61,509
10522,3.9,2.44,-8.53,509
10523,3.94,2.41,-8.57,509
10524,3.9,2.44,-8.61,509
10525,3.94,2.41,-8.61,509
10526,3.94,2.44,-8.73,509
10527,3.94,2.44,-8.57,509
10528,3.9,2.37,-8.57,509
10529,3.9,2.41,-8.53,509
10530,3.94,2.41,-8.57,509
10531,3.9,2.41,-8.65,509
10532,3.98,2.41,-8.61,509
10533,3.94,2.41,-8.53,509
10534,3.98,2.41,-8.57,509
10535,3.94,2.41,-8.57,509
10536,3.94,2.41,-8.61,509
10537,3.94,2.41,-8.57,509
10538,3.98,2.44,-8.61,509
10539,3.94,2.41,-8.69,509
10540,3.9,2.44,-8.57,509
10541,3.94,2.41,-8.57,509
10542,3.9,2.44,-8.61,509
10544,3.94,2.41,-8.57,509
10545,3.9,2.29,-8.46,509
10546,3.9,2.41,-8.57,509
10547,3.94,2.41,-8.57,509
10548,3.94,2.41,-8.61,509
10549,3.94,2.41,-8.65,509
10550,3.9,2.41,-8.57,509
10551,3.9,2.41,-8.53,509
10552,3.94,2.44,-8.53,509
10553,3.94,2.44,-8.61,509
10554,3.9,2.44,-8.57,509
10555,3.87,2.44,-8.5,509
10556,3.98,2.44,-8.57,509
10557,3.9,2.41,-8.53,509
10558,3.94,2.37,-8.57,509
10559,3.94,2.44,-8.57,509
10560,3.9,2.41,-8.57,509
10561,3.9,2.41,-8.65,509
10562,3.9,2.41,-8.53,509
10563,3.94,2.44,-8.57,509
10564,3.9,2.41,-8.53,509
10565,3.9,2.41,-8.34,509
10566,3.9,2.44,-8.61,509
10567,3.94,2.44,-8.53,509
10568,3.94,2.41,-8.53,509
10569,3.94,2.41,-8.69,509
10570,3.98,2.48,-8.65,509
10571,3.9,2.44,-8.53,509
10572,3.98,2.41,-8.57,509
10573,3.94,2.41,-8.61,509
10574,3.9,2.41,-8.57,509
10575,3.9,2.41,-8.57,509
10576,3.9,2.48,-8.61,509
10577,3.9,2.41,-8.57,509
10579,3.94,2.44,-8.53,509
10580,3.94,2.41,-8.53,509
10581,3.94,2.41,-8.57,509
10582,3.9,2.41,-8.61,509
10583,3.9,2.44,-8.53,509
10584,3.9,2.44,-8.57,509
10585,3.94,2.41,-8.61,509
10586,3.94,2.44,-8.53,509
10587,3.9,2.44,-8.53,509
10588,3.94,2.41,-8.57,509
10589,3.94,2.37,-8.61,509
10590,3.94,2.37,-8.57,509
10591,3.9,2.41,-8.61,509
10592,3.9,2.41,-8.57,509
10593,3.94,2.44,-8.57,509
10594,3.94,2.44,-8.61,509
10595,3.98,2.41,-8.57,509
10596,3.98,2.41,-8.57,509
10597,3.9,2.41,-8.61,509
10598,3.94,2.44,-8.57,509
10599,3.9,2.41,-8.57,509
10600,3.94,2.44,-8.57,509
10601,3.9,2.41,-8.57,509
10602,3.9,2.44,-8.57,509
10603,3.9,2.44,-8.57,509
10604,3.9,2.44,-8.57,509
10605,3.98,2.44,-8.57,509
10606,3.9,2.41,-8.57,509
10607,3.9,2.44,-8.57,508
10608,3.94,2.41,-8.57,509
10609,3.94,2.37,-8.57,509
10610,3.94,2.41,-8.53,509
10611,3.94,2.41,-8.42,509
10612,3.9,2.48,-8.57,509
10613,3.94,2.41,-8.53,509
10614,3.9,2.41,-8.61,509
10616,3.94,2.41,-8.57,509
10617,3.9,2.41,-8.53,509
10618,3.9,2.41,-8.57,509
10619,3.94,2.44,-8.61,509
10620,3.98,2.41,-8.57,509
10621,3.9,2.44,-8.61,509
10622,3.9,2.44,-8.57,509
10623,3.94,2.41,-8.61,509
10624,3.94,2.44,-8.61,509
10625,3.9,2.41,-8.5,509
10626,3.9,2.44,-8.53,509
10627,3.9,2.41,-8.61,509
10628,3.9,2.41,-8.57,509
10629,3.9,2.44,-8.53,509
10630,3.9,2.41,-8.61,509
10631,3.94,2.41,-8.61,509
10632,3.94,2.52,-8.57,509
10633,3.94,2.41,-8.53,509
10634,3.94,2.41,-8.5,509
10635,3.9,2.44,-8.57,509
10636,3.9,2.41,-8.57,509
10637,3.94,2.41,-8.57,509
10638,3.9,2.37,-8.53,509
10639,3.94,2.41,-8.57,509
10640,3.9,2.44,-8.57,509
10641,3.9,2.41,-8.53,509
10642,3.9,2.41,-8.57,509
10643,3.94,2.44,-8.53,509
10644,3.9,2.44,-8.61,509
10645,3.94,2.37,-8.57,509
10646,3.9,2.41,-8.61,509
10647,3.94,2.41,-8.61,509
10648,3.98,2.41,-8.57,509
10649,3.94,2.44,-8.57,509
10650,3.9,2.41,-8.61,509
10652,3.9,2.44,-8.53,509
10653,3.94,2.44,-8.53,509
10654,3.9,2.41,-8.61,509
10655,3.94,2.37,-8.61,509
10656,3.9,2.44,-8.53,509
10657,3.94,2.44,-8.61,509
10658,3.94,2.52,-8.57,509
10659,3.98,2.41,-8.61,509
10660,3.94,2.44,-8.53,509
10661,3.94,2.41,-8.57,509
10662,3.87,2.44,-8.53,509
10663,3.9,2.41,-8.53,509
10664,3.94,2.41,-8.53,509
10665,3.98,2.44,-8.57,509
10666,3.94,2.41,-8.53,509
10667,3.9,2.44,-8.53,509
10668,3.94,2.41,-8.53,509
10669,3.87,2.44,-8.57,509
10670,3.9,2.44,-8.53,509
10671,3.94,2.41,-8.61,509
10672,3.94,2.44,-8.57,509
10673,3.9,2.41,-8.57,509
10674,3.94,2.41,-8.53,509
