latitude,longitude
39.3591,-112.5761
39.3591,-112.5761
39.3591,-112.5761
39.3591,-112.5761
39.3591,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.576
39.359,-112.576
39.359,-112.576
39.359,-112.576
39.359,-112.576
39.359,-112.576
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
39.359,-112.5761
